# N9040B Phase Noise Log Plot export
# timestamp=20260311_145411
# carrier_freq_Hz=55000000.0
# start_offset_Hz_req=1.0
# stop_offset_Hz_req=100000000.0
# signal_tracking=False
# tracking_span_Hz=None
# auto_tune=False
# avg_enable=False
# avg_count=1
# avg_mode=REPeat
# smooth=4.0
# method=PN
# export_trace=smoothed
# compute_frequency_noise=True
# self_heterodyne_delay_freq_Hz=200000.0
# self_heterodyne_tau_s=5e-06
# self_heterodyne_zero_mask_Hz=0.0
# self_heterodyne_h2_epsilon=1e-12
# scalar_carrier_power_dBm=-0.96
# scalar_carrier_frequency_Hz=55000000.0
# scalar_rms_phase_noise_deg=197.6650987
# scalar_rms_phase_noise_rad=3.449906788
# scalar_residual_FM_Hz=744385.8515
# scalar_spot_noise_start_dBc_per_Hz=-0.2
# scalar_spot_noise_stop_dBc_per_Hz=-121.48
offset_Hz,phase_noise_dBc_per_Hz,phase_noise_raw_dBc_per_Hz,phase_noise_smoothed_dBc_per_Hz,freq_noise_psd_Hz2_per_Hz,freq_noise_asd_Hz_per_sqrtHz
13593.5639,-71.59,-72.28,-71.59,71.3363202233818,8.446083129083078
14017.3742,-71.73,-72.71,-71.73,69.14009942791958,8.315052581187901
14454.3977,-71.89,-73.15,-71.89,66.70769554957788,8.167477918524046
14905.0464,-72.01,-73.97,-72.01,64.96062829994965,8.059815649253379
15369.7452,-71.97,-72.4,-71.97,65.63789488917487,8.10172172375569
15848.9319,-72.0,-71.81,-72.0,65.26662326343532,8.078776099350403
16343.0584,-72.04,-66.66,-72.04,64.753278886282,8.046942207216478
16852.5904,-71.99,-70.56,-71.99,65.59469026170636,8.099054899289568
17378.0083,-72.12,-70.74,-72.12,63.754996765567256,7.98467261480189
17919.8072,-72.21,-74.19,-72.21,62.5461902869146,7.908614941120512
18478.498,-72.13,-72.41,-72.13,63.81624070543751,7.988506788220031
19054.6072,-72.32,-71.29,-72.32,61.19389460771259,7.82265265799988
19648.6779,-72.38,-72.97,-72.38,60.46923505895487,7.776196696261925
20261.2701,-72.31,-73.96,-72.31,61.57629217094255,7.8470562742306464
20892.9613,-72.33,-75.98,-72.33,61.425493505335254,7.837441770458984
21544.3469,-72.31,-71.92,-72.31,61.85053166709049,7.864510898148117
22216.0409,-72.42,-71.43,-72.42,60.45075363999824,7.775008272664296
22908.6765,-72.46,-73.74,-72.46,60.052015698611214,7.749323563938417
23622.9066,-72.76,-73.89,-72.76,56.198587787135345,7.4965717356092405
24359.4045,-72.9,-70.33,-72.9,54.57576093602506,7.387540926182749
25118.8643,-73.02,-71.01,-73.02,53.25442844798581,7.297563185611057
25902.002,-72.98,-71.67,-72.98,53.926031416673126,7.3434345790422295
26709.5559,-73.07,-74.27,-73.07,53.007047986944315,7.280593930919669
27542.287,-73.17,-73.72,-73.17,51.99567212594381,7.210802460610318
28400.9805,-73.33,-71.0,-73.33,50.31593962739825,7.093372937284367
29286.4456,-73.32,-73.73,-73.32,50.647219732844015,7.1166860077457414
30199.5172,-73.32,-73.42,-73.32,50.87735673420629,7.132836513912701
31141.0558,-73.47,-75.02,-73.47,49.38785240136861,7.0276491376112835
32111.9491,-73.58,-72.74,-73.58,48.400595189816215,6.957053628499367
33113.1121,-73.69,-73.56,-73.69,47.44878214352017,6.888307640017261
34145.4887,-73.66,-73.81,-73.66,48.05656165172999,6.932284014069966
35210.052,-73.83,-73.49,-73.83,46.499006202459135,6.819017979332444
36307.8055,-74.02,-73.11,-74.02,44.80317444864526,6.693517345061956
37439.7839,-74.2,-74.49,-74.2,43.28720760583561,6.57930145272548
38607.0543,-74.1,-73.72,-74.1,44.628095714701125,6.680426312347223
39810.7171,-74.18,-76.64,-74.18,44.16399286854664,6.645599511597629
41051.9067,-74.37,-73.7,-74.37,42.63375759359191,6.5294530853350885
42331.7933,-74.4,-75.94,-74.4,42.72472836279595,6.536415559218672
43651.5832,-74.44,-75.28,-74.44,42.74266664162784,6.5377875953282425
45012.5206,-74.46,-74.05,-74.46,42.98509280180703,6.5563017625645506
46415.8883,-74.49,-76.23,-74.49,43.15853306494271,6.569515436083753
47863.0092,-74.54,-73.15,-74.54,43.16462637588043,6.569979176213607
49355.2474,-74.65,-74.35,-74.65,42.61114681908193,6.527721410958186
50894.0095,-74.8,-75.26,-74.8,41.71338119645265,6.458589721948024
52480.746,-74.96,-75.97,-74.96,40.77643321342682,6.385642740823105
54116.9527,-75.07,-71.87,-75.07,40.36001810399981,6.352953494556671
55804.1717,-75.22,-75.56,-75.22,39.62145266481502,6.294557384345226
57543.9937,-75.27,-75.31,-75.27,39.845312042023615,6.312314317429355
59338.0586,-75.35,-74.42,-75.35,39.840535207422285,6.311935931821733
61188.0576,-75.1,-74.39,-75.1,43.03384416239051,6.5600186099119036
63095.7344,-75.22,-75.62,-75.22,42.74359349966874,6.537858479629912
65062.8875,-75.36,-73.38,-75.36,42.32041212808214,6.505414062769728
67091.371,-75.4,-74.58,-75.4,42.94299102429254,6.553090188933198
69183.0971,-75.58,-76.47,-75.58,42.26177121171052,6.500905414764202
71340.0375,-75.72,-76.92,-75.72,42.0503730034043,6.48462589540864
73564.2254,-75.87,-76.87,-75.87,41.823201893693486,6.467086043473791
75857.7575,-75.93,-76.83,-75.93,42.5553128298191,6.523443326175149
78222.7956,-76.25,-77.18,-76.25,40.87418534227359,6.393292214678881
80661.5692,-76.45,-77.89,-76.45,40.45568938730825,6.360478707401531
83176.3771,-76.67,-75.62,-76.67,39.96033212610391,6.321418521669318
85769.5899,-76.91,-70.15,-76.91,39.39941640014479,6.276895442824007
88443.6519,-77.19,-77.99,-77.19,38.60677104835833,6.213434722306039
91201.0839,-77.4,-77.3,-77.4,38.57117051971367,6.210569258909659
94044.4852,-77.75,-77.22,-77.75,37.44664591776072,6.1193664637575615
96976.5359,-78.08,-77.22,-78.08,36.665133983969255,6.055174149763924
100000.0,-78.37,-77.58,-78.37,36.3864770145491,6.032120440985002
103117.7275,-78.71,-78.56,-78.71,35.86317132108513,5.988586754910138
106332.6572,-79.04,-77.54,-79.04,35.61047375067939,5.967451193824663
109647.8196,-79.43,-79.02,-79.43,35.07136935442912,5.922108522682535
113066.3398,-79.84,-80.24,-79.84,34.596452300297315,5.8818748966887515
116591.4401,-80.24,-80.49,-80.24,34.44382860873152,5.868886487974659
120226.4435,-80.84,-79.89,-80.84,33.0017743330669,5.744717080332755
123974.7763,-81.77,-80.91,-81.77,29.560609185282534,5.436966910445799
127839.9719,-82.46,-80.32,-82.46,28.256483577135953,5.315682795007237
131825.6739,-83.29,-81.53,-83.29,26.443834417454333,5.142356893240135
135935.6391,-84.3,-82.06,-84.3,24.04516246812419,4.903586694260048
140173.7418,-85.62,-83.21,-85.62,20.65785689683352,4.545091516882088
144543.9771,-87.04,-84.69,-87.04,17.643038574235334,4.200361719451711
149050.4643,-88.03,-84.54,-88.03,16.977462035906928,4.12037158954225
153697.4516,-88.97,-85.85,-88.97,16.935611340585577,4.115289946113831
158489.3192,-89.69,-86.57,-89.69,18.315820230307413,4.27969861442455
163430.5843,-90.27,-87.13,-90.27,21.253759779320568,4.610180015934364
168525.9045,-90.89,-89.35,-90.89,25.69236706216506,5.0687638593808115
173780.0829,-91.37,-91.51,-91.37,34.36643105058084,5.86228889177093
179198.0722,-91.91,-93.91,-91.91,50.196287141935294,7.084933813518323
184784.9797,-92.34,-96.27,-92.34,88.87369146106143,9.427284416047996
190546.0718,-92.66,-100.48,-92.66,224.73487863258399,14.991160016242372
196486.779,-93.0,-107.7,-93.0,1589.9991758083695,39.87479374001036
202612.7013,-93.38,-110.11,-93.38,2799.6123868428813,52.91136349446007
208929.6131,-93.68,-101.48,-93.68,239.26822326325177,15.468297361482671
215443.469,-94.04,-98.96,-94.04,79.32554240617834,8.906488781005585
222160.4092,-94.3,-95.66,-94.3,39.39948978432204,6.276901288400356
229086.7653,-94.4,-93.59,-94.4,24.476113587476153,4.947333987864186
236229.0663,-94.51,-94.76,-94.51,17.007974820160477,4.124072601223271
243594.0447,-94.54,-90.9,-94.54,13.036332534786867,3.6105861760643334
251188.6432,-94.67,-93.33,-94.67,10.376515486760596,3.2212599222603253
259020.0205,-94.62,-90.14,-94.62,9.048240245759793,3.008029296027516
267095.5588,-94.7,-88.98,-94.7,7.995761121601719,2.82767769054426
275422.8703,-94.75,-89.92,-94.75,7.401877659169963,2.720639200476602
284009.8048,-94.95,-91.99,-94.95,6.875408549306689,2.6221000265639542
292864.4565,-94.96,-91.41,-94.96,6.930121560525358,2.6325124046289616
301995.172,-94.82,-92.93,-94.82,7.52257701960202,2.742731671090342
311410.5584,-94.68,-91.75,-94.68,8.523816067264008,2.919557512237772
321119.4909,-94.82,-89.01,-94.82,9.505447930090597,3.0830906457791016
331131.1215,-94.85,-89.59,-94.85,11.51371236382318,3.3931861669857106
341454.8874,-94.81,-90.15,-94.81,15.221723319404107,3.9015027001661946
352100.5202,-94.89,-94.49,-94.89,21.524320450496013,4.639431048145453
363078.0548,-94.86,-92.66,-94.86,35.84120782930431,5.986752694850883
374397.839,-94.94,-98.07,-94.94,73.34223669534795,8.564008214343792
386070.5432,-95.2,-101.72,-95.2,238.83992467121556,15.454446760438096
398107.1706,-95.51,-112.32,-95.51,12606.812330140598,112.28006203302792
410519.0671,-95.91,-110.3,-95.91,399.36356498280645,19.98408279063131
423317.9328,-96.68,-98.29,-96.68,75.01750240194443,8.661264480544652
436515.8322,-97.32,-95.74,-97.32,29.98469827419581,5.475828546822464
450125.2062,-97.71,-98.74,-97.71,17.097465755129928,4.134908191862297
464158.8834,-98.14,-94.47,-98.14,11.557904949322191,3.3996918903515643
478630.0923,-98.51,-93.66,-98.51,9.053650391280918,3.0089284456897474
493552.4741,-98.79,-92.7,-98.79,8.129595314469608,2.8512445202875196
508940.0952,-98.82,-92.67,-98.82,8.666949502867665,2.9439683257242537
524807.4602,-99.13,-92.03,-99.13,9.83163713747959,3.135544153329624
541169.5265,-99.24,-95.01,-99.24,13.693378186334838,3.7004564835077898
558041.7175,-99.46,-97.08,-99.46,23.508146419879406,4.848520023664892
575439.9373,-99.52,-101.2,-99.52,65.29726348133346,8.080672217169402
593380.5863,-99.29,-108.95,-99.29,962.262443674565,31.020355311868446
611880.5758,-99.38,-107.73,-99.38,313.6217573437878,17.70936919666502
630957.3445,-99.45,-100.79,-99.45,51.72239626924518,7.191828437139278
650628.8749,-99.49,-98.9,-99.49,23.34213928777968,4.831370332294936
670913.71,-99.77,-97.98,-99.77,14.732340559425907,3.838273122046672
691830.9709,-100.23,-96.68,-100.23,11.537472781726215,3.3966855582650295
713400.3751,-100.73,-95.22,-100.73,11.245863731300197,3.3534853110309277
735642.2545,-101.2,-99.67,-101.2,14.294621274795693,3.7808228303896616
758577.575,-101.61,-100.71,-101.61,27.064866941002823,5.2023905025481145
782227.9564,-101.84,-106.71,-101.84,131.88743199449877,11.484225354567837
806615.6922,-101.92,-113.81,-101.92,971.5091799261536,31.169042011684503
831763.7711,-101.88,-104.84,-101.88,48.99801973957594,6.999858551397731
857695.8986,-102.0,-100.35,-102.0,18.72476389606007,4.327212023469623
884436.5191,-102.44,-97.57,-102.44,11.84382746876157,3.4414862296341635
912010.8394,-102.88,-99.62,-102.88,11.104300826170167,3.332311634011766
940444.8517,-103.26,-100.89,-103.26,16.111412262748786,4.013902373345519
969765.3591,-103.43,-104.25,-103.43,51.041711424646714,7.144348215523003
1000000.0,-102.97,-115.2,-102.97,nan,nan
1031177.275,-109.7,-99.05,-109.7,12.87337562856514,3.5879486658207838
1063326.572,-109.4,-108.85,-109.4,4.614774164225651,2.1482025426448157
1096478.196,-108.72,-118.34,-108.72,4.04827286178928,2.012032023052635
1130663.398,-108.47,-110.18,-108.47,5.787837944172016,2.405792581286262
1165914.401,-108.22,-104.68,-108.22,19.66959114902667,4.435041279292299
1202264.435,-107.97,-103.28,-107.97,4559.988017107115,67.52768333881383
1239747.763,-107.7,-107.52,-107.7,19.09527320376515,4.369813863743529
1278399.72,-107.49,-108.32,-107.49,8.189549694622977,2.8617389284529393
1318256.739,-107.24,-107.44,-107.24,8.915736210757222,2.985923008176403
1359356.391,-107.18,-108.14,-107.18,24.90062533014558,4.990052638013509
1401737.418,-107.05,-106.58,-107.05,13011.662210865714,114.06867322304451
1445439.771,-106.72,-103.16,-106.72,25.934315931639375,5.092574587734516
1490504.643,-107.0,-103.54,-107.0,11.33193979481145,3.3662946684465176
1536974.516,-106.92,-111.45,-106.92,17.17246592250639,4.143967413301701
1584893.193,-106.63,-105.67,-106.63,246.90048816461473,15.713067433337601
1634305.843,-106.5,-103.82,-106.5,56.765309549986995,7.5342756486597295
1685259.045,-106.88,-107.44,-106.88,15.373380941129103,3.9208903250574485
1737800.829,-107.17,-103.94,-107.17,21.086466059604483,4.592000224260064
1791980.722,-107.24,-106.12,-107.24,960.2728811907195,30.988270058051313
1847849.797,-107.39,-104.31,-107.39,33.39290111482924,5.778659110453674
1905460.718,-107.45,-108.92,-107.45,16.448993256479234,4.055735846486952
1964867.79,-107.55,-106.08,-107.55,61.73048862852381,7.85687524582921
2026127.013,-107.81,-107.61,-107.81,106.75179123865992,10.332075843636646
2089296.131,-108.26,-105.58,-108.26,16.760064017680463,4.093905716755145
2154434.69,-108.66,-107.03,-108.66,36.69169424886238,6.057366940252372
2221604.092,-108.54,-111.66,-108.54,155.8466704368826,12.483856392833209
2290867.653,-108.86,-107.14,-108.86,17.414370077025335,4.173052848578045
2362290.663,-109.32,-113.39,-109.32,52.34429804060208,7.234935938942519
2435940.447,-109.53,-110.01,-109.53,57.743904926548396,7.598941039812613
2511886.432,-109.88,-109.28,-109.88,16.794568278077445,4.098117650590018
2590200.205,-110.27,-111.69,-110.27,670.4493751020742,25.893037193463307
2670955.588,-110.78,-108.89,-110.78,18.492307608271087,4.30026831817168
2754228.703,-110.87,-110.36,-110.87,35.78323448532893,5.981908933219306
2840098.048,-111.33,-112.58,-111.33,42.78889152999975,6.541321848831454
2928644.565,-111.6,-113.46,-111.6,18.295109848311245,4.277278322521372
3019951.72,-111.83,-112.85,-111.83,157.40018362559817,12.545922988190155
3114105.584,-112.24,-108.58,-112.24,15.20913024941079,3.8998884919200947
3211194.909,-112.41,-113.14,-112.41,483.5859016552669,21.9905866600977
3311311.215,-112.89,-114.31,-112.89,14.545307909369775,3.813831132781022
3414548.874,-112.96,-112.26,-112.96,287.26456306501166,16.94888087942716
3521005.202,-113.42,-112.01,-113.42,15.755674580162015,3.9693418321129785
3630780.548,-113.8,-115.06,-113.8,63.57073220950178,7.973125623587137
3743978.39,-114.06,-116.02,-114.06,23.163417271145743,4.812838795466325
3860705.432,-114.37,-111.01,-114.37,20.485487595399498,4.5260896583474235
3981071.706,-114.67,-116.79,-114.67,157.51167543704264,12.550365549936888
4105190.671,-114.77,-113.63,-114.77,14.141550910854757,3.76052535038055
4233179.328,-114.93,-110.94,-114.93,58.0741596955774,7.620640373064287
4365158.322,-115.12,-116.42,-115.12,54.11337809540454,7.356179585586838
4501252.062,-115.54,-115.51,-115.54,14.150594082858404,3.761727539689498
4641588.834,-115.65,-118.18,-115.65,39.697647836590974,6.300606941921625
4786300.923,-115.71,-115.14,-115.71,337.31159328914816,18.366044573863697
4935524.741,-115.9,-120.58,-115.9,21.75219751337729,4.663925118757514
5089400.952,-116.33,-117.99,-116.33,15.501276594463326,3.9371660613267667
5248074.603,-116.35,-117.7,-116.35,33.96649122426667,5.828077832722094
5411695.266,-116.41,-116.06,-116.41,501.4618273747439,22.393343371965337
5580417.175,-116.82,-117.26,-116.82,176.6136442445081,13.28960662489707
5754399.373,-117.22,-114.76,-117.22,36.420614421206494,6.034949413309651
5933805.863,-117.45,-117.25,-117.45,21.29607811103196,4.614767395116677
6118805.758,-117.8,-117.12,-117.8,16.97206768311641,4.119716942111
6309573.445,-117.87,-118.3,-117.87,16.62640513554653,4.077548912710494
6506288.749,-117.97,-115.65,-117.97,17.054991375926004,4.129768925245819
6709137.1,-118.28,-115.64,-118.28,17.070666278824287,4.131666283574254
6918309.709,-118.46,-116.75,-118.46,18.551142785275424,4.307103758359604
7134003.751,-118.34,-121.76,-118.34,25.170446914360113,5.017015737902375
7356422.545,-118.51,-115.64,-118.51,47.690589325774255,6.905837337048582
7585775.75,-118.7,-117.24,-118.7,395.25795955712334,19.881095532116014
7822279.564,-118.98,-120.59,-118.98,164.57232442150186,12.82857452804098
8066156.922,-119.15,-125.87,-119.15,26.62347221751226,5.159793815406993
8317637.711,-119.38,-119.03,-119.38,21.563091585711156,4.643607604622849
8576958.986,-119.59,-119.03,-119.59,161.21676207200827,12.697116289615066
8844365.191,-119.7,-117.97,-119.7,50.86612338997419,7.132049031658027
9120108.394,-119.77,-117.75,-119.77,24.26661916714255,4.926116032651135
9404448.517,-119.9,-125.28,-119.9,4641.340036036803,68.12738095682825
9697653.591,-120.05,-119.35,-120.05,23.273593669031087,4.824271309641601
10000000.0,-120.07,-117.86,-120.07,nan,nan
10311772.75,-119.91,-121.8,-119.91,28.089495110702092,5.2999523687201275
10633265.72,-120.01,-122.1,-120.01,113.22259722706832,10.64061075441952
10964781.96,-120.24,-122.48,-120.24,103.02291248200021,10.150020319290016
11306633.98,-120.26,-121.33,-120.26,30.432050778613032,5.5165252449900954
11659144.01,-119.97,-119.99,-119.97,53.3290739008018,7.302675804169442
12022644.35,-120.08,-122.06,-120.08,292.53246112071344,17.103580359699937
12397477.63,-120.17,-119.53,-120.17,23549.22433382934,153.4575652544681
12783997.19,-120.36,-120.09,-120.36,607.8659045990637,24.654936718618114
13182567.39,-120.62,-118.65,-120.62,515.0597738770877,22.69492837347339
13593563.91,-120.51,-118.89,-120.51,4032.764097123268,63.504047879826274
14017374.18,-120.55,-117.39,-120.55,595.708987095572,24.40715032722116
14454397.71,-120.69,-118.07,-120.69,78.33123621370096,8.850493557632872
14905046.43,-120.62,-117.83,-120.62,48.45498561077045,6.96096154354917
15369745.16,-120.57,-122.54,-120.57,247.39416404472604,15.728768675415315
15848931.92,-120.51,-121.05,-120.51,115.55530989929412,10.749665571509382
16343058.43,-120.5,-119.21,-120.5,97.85377710545326,9.89210680823116
16852590.45,-120.53,-121.63,-120.53,116.24131495721198,10.781526559685878
17378008.29,-120.48,-120.99,-120.48,589.5580934084788,24.280817395806075
17919807.22,-120.57,-122.35,-120.57,77.68618697128927,8.81397679661623
18478497.97,-120.54,-123.77,-120.54,84.68140627177041,9.20225006570515
19054607.18,-120.68,-122.77,-120.68,135.6610450585147,11.647362150225891
19648677.9,-120.78,-120.35,-120.78,168.28871726325082,12.972614126044558
20261270.13,-120.88,-120.9,-120.88,124.45981620320555,11.15615597789873
20892961.31,-120.96,-120.25,-120.96,88.56452537171789,9.410872721045477
21544346.9,-121.06,-120.97,-121.06,154.51965965369573,12.430593696750599
22216040.92,-121.01,-121.13,-121.01,1573.2058112207083,39.66365857079637
22908676.53,-121.07,-121.01,-121.07,104.47976445439453,10.221534349323223
23622906.63,-121.1,-120.79,-121.1,873.5111964944338,29.55522282938218
24359404.47,-121.01,-120.89,-121.01,331.71229008592064,18.212970380635902
25118864.32,-120.95,-121.55,-120.95,138.5622617285652,11.771247246089311
25902002.05,-120.99,-119.49,-120.99,133.67071064322096,11.561605020204633
26709555.88,-120.85,-121.83,-120.85,150.00143475055307,12.24750728722188
27542287.03,-120.72,-121.26,-120.72,259.1595847461668,16.098434232749682
28400980.48,-120.66,-119.52,-120.66,730337.8041841541,854.5980366137954
29286445.65,-120.57,-120.05,-120.57,196.83892834846978,14.029929734267018
30199517.2,-120.49,-119.98,-120.49,3541392.4549422236,1881.858776566994
31141055.84,-120.5,-121.49,-120.5,338.330924628116,18.393774072444078
32111949.09,-120.46,-122.44,-120.46,240.25039607425367,15.500012776583562
33113112.15,-120.44,-119.94,-120.44,258.52065630925233,16.07857755864157
34145488.74,-120.32,-119.52,-120.32,474.52088697835654,21.78350033806221
35210052.02,-120.24,-119.55,-120.24,11861.485768020455,108.91044838774862
36307805.48,-120.14,-123.26,-120.14,323.9552932930502,17.99875810418736
37439783.9,-120.19,-120.71,-120.19,980.0358951588065,31.305524994141315
38607054.32,-120.12,-119.71,-120.12,29641.59148735009,172.16733571543148
39810717.06,-120.09,-119.01,-120.09,13824.688842987258,117.57843698139237
41051906.71,-120.14,-118.76,-120.14,769.814380552369,27.745529019147735
42331793.28,-120.18,-118.5,-120.18,557.7203665161198,23.61610396564429
43651583.22,-120.24,-121.21,-120.24,858.8106774760497,29.305471800946144
45012520.62,-120.22,-120.15,-120.22,12610.20237523185,112.29515739884712
46415888.34,-120.16,-120.44,-120.16,8509.661561696312,92.24782686706669
47863009.23,-120.14,-118.14,-120.14,793.6790487983982,28.172309965609816
49355247.41,-120.2,-119.12,-120.2,1391.5081871931645,37.30292464664352
50894009.52,-120.24,-119.15,-120.24,618.1935673706803,24.863498695289856
52480746.03,-120.12,-120.72,-120.12,734.9975346601262,27.1108379556982
54116952.65,-120.16,-103.76,-120.16,758.1829746740227,27.535122565080815
55804171.75,-120.19,-102.77,-120.19,173787.59306337565,416.87839121664206
57543993.73,-120.23,-120.81,-120.23,1322.2361631570864,36.36256540945765
59338058.63,-120.29,-120.82,-120.29,1205.189133715522,34.71583404896852
61188057.58,-120.38,-121.36,-120.38,24657.51072009345,157.027101864912
63095734.45,-120.46,-121.06,-120.46,899.2722619386861,29.987868579455363
65062887.49,-120.48,-121.14,-120.48,1359.5794159687418,36.8724750453335
67091371.0,-120.51,-119.48,-120.51,1019.2408716186716,31.925552017446332
69183097.09,-120.65,-120.98,-120.65,14962.586881964597,122.32165336507104
71340037.51,-120.75,-120.47,-120.75,1637.0556565740276,40.46054444238273
73564225.45,-120.83,-120.41,-120.83,3936.32100299368,62.740106813693586
75857757.5,-120.85,-121.55,-120.85,1905.864171867994,43.656204276918004
78222795.64,-120.89,-120.42,-120.89,10146.22611735213,100.72847719166676
80661569.22,-120.92,-120.07,-120.92,1941.7851616588773,44.06569143516163
83176377.11,-120.94,-120.15,-120.94,10593.984147128276,102.92708169927036
85769589.86,-120.98,-120.4,-120.98,6944.122807187886,83.33140348744816
88443651.91,-121.04,-123.06,-121.04,3838.747062878223,61.9576231216
91201083.94,-121.14,-120.8,-121.14,5517365.264561848,2348.907249033441
94044485.17,-121.31,-121.11,-121.31,3951.936102730757,62.864426369217405
96976535.91,-121.3,-121.38,-121.3,13427.084452950501,115.87529699185457
100000000.0,-121.48,-122.35,-121.48,nan,nan
