# N9040B Phase Noise Log Plot export
# timestamp=20260129_191311
# carrier_freq_Hz=55000000.0
# start_offset_Hz_req=10.0
# stop_offset_Hz_req=100000000.0
# signal_tracking=True
# tracking_span_Hz=None
# auto_tune=True
# avg_enable=True
# avg_count=10
# avg_mode=REPeat
# smooth=4.0
# method=PN
# export_trace=smoothed
# compute_frequency_noise=True
# self_heterodyne_delay_freq_Hz=200000.0
# self_heterodyne_tau_s=5e-06
# self_heterodyne_zero_mask_Hz=0.0
# self_heterodyne_h2_epsilon=1e-12
# sa_enabled=True
# sa_center_freq_Hz=55000000.0
# sa_span_Hz=1000000.0
# sa_rbw_Hz=100.0
# sa_trace_name=TRACE1
# sa_avg_enable=True
# sa_avg_count=10
# sa_avg_method=manual_power_average_mW
# scalar_carrier_power_dBm=-2.25
# scalar_carrier_frequency_Hz=54999979.6
# scalar_rms_phase_noise_deg=12.87906482
# scalar_rms_phase_noise_rad=0.2247820856
# scalar_residual_FM_Hz=1023013.743
# scalar_spot_noise_start_dBc_per_Hz=-34.5
# scalar_spot_noise_stop_dBc_per_Hz=-119.07
offset_Hz,phase_noise_dBc_per_Hz,phase_noise_raw_dBc_per_Hz,phase_noise_smoothed_dBc_per_Hz,freq_noise_psd_Hz2_per_Hz,freq_noise_asd_Hz_per_sqrtHz
42494.5597,-67.94,-69.94,-67.94,378.63234968471386,19.458477578801325
43651.5832,-67.87,-68.76,-67.87,388.0535039048242,19.699073681389798
44840.1097,-67.76,-70.95,-67.76,401.58291475181005,20.03953379577005
46060.9969,-67.8,-69.44,-67.8,401.6807093191817,20.041973688216977
47315.1259,-67.8,-67.59,-67.8,405.7159131836215,20.142390950024318
48603.4018,-67.79,-63.38,-67.79,410.9722142825364,20.2724496369466
49926.7542,-67.8,-67.3,-67.8,414.6361515627174,20.362616520543654
51286.1384,-67.72,-65.59,-67.72,427.3680610635217,20.672882263088564
52682.5353,-67.65,-65.44,-67.65,439.7786079860316,20.970899074337076
54116.9527,-67.74,-66.16,-67.74,436.4970852779966,20.89251266071165
55590.4257,-67.8,-64.66,-67.8,436.5792422334768,20.894478749982657
57104.0179,-67.84,-65.16,-67.84,439.0357497443337,20.95317994349148
58658.8215,-67.9,-67.12,-67.9,439.85926284994383,20.97282200491731
60255.9586,-67.97,-66.7,-67.97,440.0764824581982,20.977999963251936
61896.5819,-68.01,-70.59,-68.01,443.7805826798872,21.066100319705285
63581.8754,-68.06,-69.47,-68.06,446.9522101982395,21.141244291626723
65313.0553,-68.25,-68.74,-68.25,436.3504431476764,20.889002923731816
67091.371,-68.56,-66.8,-68.56,414.87979600399024,20.368598282748625
68918.1059,-68.74,-67.47,-68.74,406.96304925738104,20.173325190889603
70794.5784,-68.93,-68.12,-68.93,398.81300466534884,19.97030306894086
72722.1427,-69.19,-70.15,-69.19,385.12689645895193,19.62465022513655
74702.1899,-69.47,-70.32,-69.47,370.76623914525237,19.255291198661535
76736.1489,-69.82,-70.58,-69.82,351.80598149084705,18.756491715959225
78825.4877,-70.12,-71.19,-70.12,338.26848813649724,18.392076776060318
80971.7142,-70.35,-70.48,-70.35,331.1523083686588,18.197590729782302
83176.3771,-70.64,-71.86,-70.64,320.3753434937625,17.899031914988097
85441.0677,-70.83,-70.63,-70.83,317.8466062585538,17.828253034398905
87767.4203,-71.08,-71.94,-71.08,311.72454471149865,17.655722718470027
90157.1138,-71.35,-70.43,-71.35,305.0656748616784,17.46612936118585
92611.8728,-71.71,-71.45,-71.71,293.2011469925156,17.12311732695059
95133.469,-72.11,-69.88,-72.11,280.01221674219744,16.733565571694438
97723.7221,-72.47,-71.51,-72.47,270.72312524056434,16.453666012185987
100384.5015,-72.56,-72.66,-72.56,279.45969461658774,16.717048023397783
103117.7275,-72.68,-72.72,-72.68,287.52703542377964,16.9566221702254
105925.3725,-72.79,-71.91,-72.79,297.6718495626389,17.25316926140351
108809.4629,-72.97,-72.46,-72.97,304.54128513739295,17.451111286602725
111772.0801,-73.2,-73.32,-73.2,309.4369834538403,17.590820999994296
114815.3621,-73.35,-74.97,-73.35,321.88892798119963,17.941263277183122
117941.5054,-73.69,-75.19,-73.69,322.3025365568987,17.95278631736307
121152.7659,-74.07,-75.04,-74.07,321.7306523520486,17.936851796010597
124451.4612,-74.51,-75.14,-74.51,318.9164852436017,17.858232982117848
127839.9719,-74.94,-76.48,-74.94,319.26264701801307,17.867922291582005
131320.7436,-75.52,-76.58,-75.52,311.38210282401894,17.6460222946708
134896.2883,-76.26,-72.16,-76.26,295.5104829473968,17.190418347073372
138569.1863,-77.01,-73.01,-77.01,282.83706084007093,16.81776028013454
142342.0884,-77.9,-73.04,-77.9,265.3704734918949,16.29019562472762
146217.7174,-79.12,-63.68,-79.12,234.07052816350017,15.299363652240578
150198.8705,-80.65,-76.35,-80.65,195.4587735682122,13.980657122188935
154288.4206,-81.7,-75.34,-81.7,185.9122629037845,13.634964719565081
158489.3192,-82.54,-78.38,-82.54,190.0449649699859,13.78567970649202
162804.5982,-83.2,-80.61,-83.2,208.48626976246,14.439053631123475
167237.3716,-83.8,-80.72,-83.8,240.61597429846228,15.511801130057794
171790.8387,-84.29,-81.21,-84.29,298.9249409332515,17.2894459406093
176468.2857,-84.68,-83.3,-84.68,406.09400349766673,20.151774202230104
181273.0881,-84.95,-88.4,-84.95,625.2123803313991,25.004247245846038
186208.7137,-85.51,-89.92,-85.51,1055.176608637204,32.48348208916655
191278.7243,-86.02,-93.32,-86.02,2452.5738084490436,49.52346724987098
196486.779,-86.44,-99.85,-86.44,14402.135575447262,120.00889790114424
201836.6364,-86.78,-107.64,-86.78,51381.21487918391,226.67424838120434
207332.1573,-87.11,-97.57,-87.11,3166.074822564411,56.26788446853508
212977.308,-87.48,-94.16,-87.48,988.6704434381835,31.443130305969593
218776.1624,-87.72,-90.42,-87.72,478.79094846116965,21.8812922027281
224732.9055,-87.84,-88.96,-87.84,289.3839145657065,17.01128785735244
230851.8362,-87.98,-86.37,-87.98,195.4807438872128,13.981442839965151
237137.3706,-88.09,-85.43,-88.09,143.86085373362897,11.99420083763937
243594.0447,-88.19,-82.82,-88.19,112.5085236126202,10.607003517139994
250226.5184,-88.07,-84.98,-88.07,96.95876469778594,9.846764173970348
257039.5783,-87.91,-84.74,-87.91,87.67369221960112,9.363423103737283
264038.1412,-87.7,-82.71,-87.7,82.97571438661015,9.109100635442017
271227.2579,-87.29,-83.3,-87.29,84.82916373270378,9.210274899952974
278612.1169,-86.67,-83.36,-86.67,93.7431016091832,9.682102127595185
286198.0476,-86.64,-83.94,-86.64,93.08467783289996,9.648040103197124
293990.5247,-87.14,-83.89,-87.14,84.23882666455373,9.178171204796396
301995.172,-87.82,-83.37,-87.82,75.40439132404843,8.68357019457138
310217.7665,-88.18,-83.92,-88.18,75.08259586918183,8.665021400387989
318664.2422,-88.46,-83.8,-88.46,78.97922653774614,8.887025741931106
327340.6949,-88.71,-85.5,-88.71,87.22935207187582,9.339665522483973
336253.3863,-88.98,-85.63,-88.98,100.8056019858226,10.040199300104685
345408.7486,-89.11,-86.14,-89.11,128.0382747292499,11.315399892591065
354813.3892,-89.23,-88.6,-89.23,176.97378119952148,13.303149296295276
364474.0953,-89.42,-90.43,-89.42,270.7270630179617,16.453785674365694
374397.839,-89.56,-93.4,-89.56,506.2722764857571,22.50049502757122
384591.782,-89.63,-96.85,-89.63,1401.916903900019,37.44218081121903
395063.2814,-89.61,-105.63,-89.61,14225.17227776227,119.26932664252897
405819.8942,-89.81,-106.14,-89.81,10322.310740581765,101.59877332222946
416869.3835,-90.17,-97.24,-90.17,1218.2055719412183,34.90280177781174
428219.7234,-90.64,-92.68,-90.64,430.12224257238404,20.739388674027595
439879.1056,-91.43,-91.26,-91.43,202.52289225725974,14.23105379995662
451855.9444,-92.32,-89.16,-92.32,113.08427272682012,10.634108929610422
464158.8834,-92.62,-87.96,-92.62,82.39656638437378,9.077255443380107
476796.8015,-92.8,-87.41,-92.8,68.33665472690926,8.26659873992377
489778.8194,-92.85,-87.01,-92.85,63.85773178280439,7.991103289459121
503114.3061,-92.72,-86.47,-92.72,67.81770147110967,8.2351503611719
516812.8856,-92.48,-84.97,-92.48,80.9629126611216,8.997939356381638
530884.4442,-91.94,-83.67,-91.94,115.20274954371236,10.733254378039884
545339.1372,-91.09,-88.36,-91.09,201.9229164363601,14.209958354490702
560187.3963,-90.4,-91.61,-90.4,417.570051077954,20.43453085044905
575439.9373,-90.18,-94.91,-90.18,1121.824644955317,33.49365081556976
591107.768,-90.48,-101.95,-90.48,8069.901629454371,89.83263120634044
607202.1957,-90.54,-105.78,-90.54,12773.816987091914,113.02131209241873
623734.8355,-90.46,-92.69,-90.46,1318.7851636602775,36.31508176584871
640717.6189,-90.42,-90.23,-90.42,523.0556244024974,22.870409362372538
658162.8022,-90.37,-89.79,-90.37,317.31722599860404,17.81340018072361
676082.9754,-90.26,-87.38,-90.26,248.75138722353884,15.771854273468888
694491.0714,-90.28,-87.83,-90.28,227.8030125186469,15.093144553692147
713400.3751,-90.74,-84.58,-90.74,224.3999792491592,14.979985956240386
732824.5331,-90.92,-86.08,-90.92,287.0368655372803,16.94216236308932
752777.5638,-90.81,-90.27,-90.81,515.1497098561429,22.696909698373982
773273.867,-90.52,-92.02,-90.52,1596.5776619501944,39.95719787410266
794328.2347,-90.09,-99.67,-90.09,39034.00405619018,197.57025093922965
815955.8617,-89.6,-92.7,-89.6,5933.8413638257025,77.03143101244909
838172.3564,-89.39,-87.33,-89.39,1269.3604884614642,35.628085669334865
860993.7522,-89.44,-86.83,-89.44,630.0345285714588,25.100488612205517
884436.5191,-89.56,-86.31,-89.56,459.7503494152952,21.441789790390523
908517.5757,-89.75,-84.58,-89.75,445.07600674463697,21.09682456543252
933254.3008,-89.77,-86.97,-89.77,611.3460006711771,24.72541204249541
958664.5468,-89.73,-95.55,-89.73,1337.6121972313285,36.573380992619875
984766.6521,-88.72,-103.79,-88.72,11590.733194896307,107.66026748478896
1011579.454,-94.4,-92.34,-94.4,5677.390355908752,75.3484595456918
1039122.304,-94.22,-92.66,-94.22,614.5967405990534,24.791061707781967
1067415.078,-94.33,-92.0,-94.33,276.54108892013346,16.629524614977225
1096478.196,-94.64,-91.43,-94.64,207.1570762103434,14.392952310431081
1126332.632,-94.97,-93.29,-94.97,240.89522511656904,15.520799757633917
1156999.932,-95.33,-93.1,-95.33,501.8088474161503,22.40109031757495
1188502.227,-95.7,-94.89,-95.7,5891.555608512097,76.75646948962736
1220862.254,-96.09,-95.07,-96.09,1769.878262398555,42.06992111234052
1254103.366,-96.39,-94.16,-96.39,319.99574780586005,17.888424967164102
1288249.552,-96.62,-94.64,-96.62,187.00378505178304,13.67493272567668
1323325.456,-96.81,-97.16,-96.81,209.39129068991264,14.470359038044379
1359356.391,-96.66,-98.75,-96.66,561.358430586391,23.693003832068044
1396368.361,-97.0,-100.3,-97.0,59840.615701245595,244.62341609348357
1434388.077,-97.36,-100.62,-97.36,714.341510510285,26.727168022637287
1473442.978,-97.87,-98.67,-97.87,212.08592218463232,14.563170059593217
1513561.248,-98.4,-99.25,-98.4,173.3117492649148,13.164792032725575
1554771.842,-98.86,-100.19,-98.86,369.47317861047077,19.2216851137061
1597104.5,-99.32,-100.15,-99.32,72152.14833441863,268.6115193628498
1640589.773,-99.67,-100.7,-99.67,409.7927268012598,20.243337837453087
1685259.045,-99.99,-98.24,-99.99,150.24477735917776,12.257437634317286
1731144.552,-100.31,-97.73,-100.31,179.0645305516872,13.381499562892314
1778279.41,-100.73,-97.59,-100.73,1193.7260787822704,34.55034122526535
1826697.636,-101.06,-100.21,-101.06,788.3667917014883,28.07787014183035
1876434.172,-101.33,-100.29,-101.33,149.12741975557782,12.211773816918566
1927524.913,-101.6,-100.75,-101.6,155.8899574442005,12.485589991834606
1980006.731,-101.79,-103.81,-101.79,1360.2580444754478,36.8816762698694
2033917.501,-102.05,-103.59,-102.05,500.0766006213893,22.362392551365993
2089296.131,-102.35,-103.89,-102.35,130.70905319760774,11.432806007171108
2146182.586,-102.53,-103.74,-102.53,229.7496199271399,15.157493853772129
2204617.921,-102.77,-102.9,-102.77,24449.263064934457,156.36260123486835
2264644.308,-103.03,-102.5,-103.03,176.77914572562196,13.295831892951337
2326305.067,-103.34,-101.52,-103.34,149.507576500939,12.227329082875745
2389644.699,-103.69,-104.26,-103.69,4654.843737921827,68.22641525041328
2454708.916,-103.86,-104.72,-103.86,215.91692310502606,14.69411185152155
2521544.673,-104.05,-105.08,-104.05,140.61207426198374,11.857996216139712
2590200.205,-104.29,-106.44,-104.29,5313.687208664743,72.89504241486345
2660725.06,-104.6,-105.0,-104.6,184.48155893218188,13.582398865155664
2733170.135,-104.69,-104.65,-104.69,168.63989566468624,12.986142447420105
2807587.714,-104.82,-106.12,-104.82,9188.242881899174,95.85532265815588
2884031.503,-104.93,-104.39,-104.93,142.4249021235055,11.934190467874455
2962556.67,-105.15,-105.61,-105.15,435.4955083326636,20.868529136780666
3043219.887,-105.39,-106.67,-105.39,339.47513337349767,18.424850972897925
3126079.367,-105.59,-105.29,-105.59,160.3194591633153,12.661732075956879
3211194.909,-105.69,-105.96,-105.69,4544.683323847026,67.41426647117824
3298627.941,-105.79,-101.4,-105.79,143.4955444013966,11.978962576174808
3388441.561,-105.95,-104.51,-105.95,4474.135597950787,66.88897964501169
3480700.588,-105.99,-105.91,-105.99,167.43371049561964,12.939617865131089
3575471.605,-105.98,-107.84,-105.98,1141.974059265396,33.793106682656386
3672823.005,-106.03,-105.95,-106.03,203.06881618471314,14.25022161879292
3772825.047,-106.09,-106.45,-106.09,1021.5649502481455,31.96192970157067
3875549.902,-106.09,-106.44,-106.09,214.94934141529714,14.661150753446918
3981071.706,-106.17,-108.78,-106.17,2230.1945323387363,47.22493549321943
4089466.611,-106.17,-108.46,-106.17,207.6095826682121,14.408663458774104
4200812.846,-106.14,-107.25,-106.14,1316448.7960253046,1147.366025305484
4315190.768,-106.14,-103.72,-106.14,239.84792999998072,15.487024568973238
4432682.924,-106.21,-106.52,-106.21,974.8035408434246,31.22184396930176
4553374.104,-106.57,-108.46,-106.57,510.77904741751854,22.600421399113745
4677351.413,-106.77,-97.65,-106.77,261.9013656748548,16.183366944948595
4804704.322,-106.96,-99.07,-106.96,42644.216286800925,206.50476093010766
4935524.741,-107.11,-99.39,-107.11,329.2555723423472,18.145400859235576
5069907.083,-107.29,-101.24,-107.29,302.5905402285991,17.395129784758694
5207948.329,-107.47,-99.36,-107.47,15659.204157546079,125.13674183686452
5349748.102,-107.65,-106.19,-107.65,487.8017938666794,22.086235393717043
5495408.739,-107.87,-105.57,-107.87,247.87391063243248,15.744011897621029
5645035.36,-108.07,-106.16,-108.07,588.3692327754505,24.256323562639302
5798735.951,-108.37,-105.31,-108.37,620763.4982354039,787.8854600989943
5956621.435,-108.82,-107.37,-108.82,586.7658874756041,24.22325096834866
6118805.758,-109.18,-109.86,-109.18,247.03856202008328,15.71746041891257
6285405.965,-109.38,-108.99,-109.38,240.24952018065719,15.499984521948955
6456542.29,-109.71,-110.28,-109.71,370.1193056702583,19.23848501494487
6632338.242,-110.06,-111.21,-110.06,916.8774505847271,30.279984322729216
6812920.691,-110.41,-110.13,-110.41,5197.527257856366,72.09387808861698
6998419.96,-110.77,-110.7,-110.77,333029.9276537028,577.0874523447055
7188969.924,-111.16,-110.57,-111.16,6656.66392840879,81.58838108706894
7384708.1,-111.47,-113.83,-111.47,3434.336292852363,58.60321060191466
7585775.75,-111.82,-113.03,-111.82,3853.990324484614,62.080514853572325
7792317.984,-112.16,-114.06,-112.16,12741.545473273498,112.87845442454241
8004483.861,-112.57,-114.17,-112.57,35794.05411924299,189.193166153651
8222426.5,-112.89,-114.67,-112.89,1459.64450073294,38.205294145352944
8446303.186,-113.11,-113.27,-113.11,394.2948464825493,19.85685892790069
8676275.49,-113.31,-113.55,-113.31,202.48868867980806,14.22985202592803
8912509.381,-113.46,-114.05,-113.46,186.14337959330828,13.64343723529039
9155175.347,-113.58,-114.24,-113.58,438.55439351801004,20.941690321414125
9404448.517,-113.84,-114.39,-113.84,37469.11045484705,193.5693944166976
9660508.79,-114.07,-115.13,-114.07,276.09174025445907,16.616008553634625
9923540.961,-114.3,-113.21,-114.3,210.42269845033618,14.505953896601774
10193734.86,-114.4,-113.73,-114.4,19540.59854791483,139.78769097425862
10471285.48,-114.59,-113.98,-114.59,235.23033158012203,15.33722046461229
10756393.13,-114.72,-114.59,-114.72,487.496139931054,22.079314752298224
11049263.57,-114.87,-114.91,-114.87,407.2222321048135,20.17974806841784
11350108.16,-114.97,-114.73,-114.97,411.60270454836774,20.28799409868723
11659144.01,-115.18,-113.61,-115.18,321.36164185476474,17.926562466205414
11976594.16,-115.37,-113.81,-115.37,1612.1505833241958,40.151595028394524
12302687.71,-115.51,-113.92,-115.51,213.17895056518822,14.600648977534808
12637659.99,-115.63,-116.09,-115.63,702.3722998120954,26.502307443166064
12981752.75,-115.76,-116.02,-115.76,2798.5172205858403,52.901013417380206
13335214.32,-115.89,-115.8,-115.89,316.40047063874516,17.78764938486098
13698299.79,-116.09,-116.28,-116.09,231.00061552598484,15.198704402875425
14071271.2,-116.29,-117.26,-116.29,287.2462589873796,16.948340891880232
14454397.71,-116.44,-117.13,-116.44,416.83576631762736,20.416556181629343
14847955.82,-116.59,-117.75,-116.59,516.5816841157622,22.728433384546374
15252229.57,-116.69,-116.94,-116.69,465.8952348296461,21.58460643212301
15667510.7,-116.8,-118.08,-116.8,336.79168971447393,18.351885181486775
16094098.93,-116.99,-117.96,-116.99,261.24032291630334,16.162930517585707
16532302.12,-117.16,-117.15,-117.16,344.03553589813913,18.548194949863426
16982436.52,-117.35,-117.11,-117.35,3577.3030892991483,59.8105600149267
17444826.99,-117.4,-117.29,-117.4,660.6720369692661,25.70354133128869
17919807.22,-117.47,-118.02,-117.47,317.229671431945,17.810942463327002
18407720.01,-117.56,-117.83,-117.56,20306.000229552053,142.4991236097684
18908917.48,-117.65,-118.51,-117.65,313.2223182336346,17.69808798242439
19423761.34,-117.69,-117.32,-117.69,2414.9975940593276,49.142625022065396
19952623.15,-117.74,-117.96,-117.74,729.972630497663,27.018005672100653
20495884.58,-117.74,-117.3,-117.74,354.91103436196664,18.839082630583864
21053937.69,-117.75,-117.33,-117.75,662.423549552884,25.737590204851813
21627185.24,-117.76,-117.87,-117.76,2283.62154925151,47.78725299963904
22216040.92,-117.76,-117.84,-117.76,6649.906478844592,81.54695873448986
22820929.71,-117.8,-118.2,-117.8,4145.473965244842,64.3853552078797
23442288.15,-117.84,-117.37,-117.84,1188.8743662029601,34.48005751449612
24080564.68,-117.86,-117.6,-117.86,521.7051121776744,22.840864961241603
24736219.92,-117.86,-117.86,-117.86,705.5468271010452,26.562131448756993
25409727.06,-117.83,-118.29,-117.83,22969.38145494331,151.5565289089959
26101572.16,-117.8,-118.18,-117.8,565.6766149811006,23.783957092567682
26812254.52,-117.81,-118.26,-117.81,16262.040195730184,127.52270462835308
27542287.03,-117.81,-117.73,-117.81,1012.9716036235983,31.827214826679356
28292196.56,-117.84,-117.33,-117.84,668.1053971795318,25.847734855873384
29062524.3,-117.84,-118.12,-117.84,1003.9740067635698,31.685548863221065
29853826.19,-117.81,-118.02,-117.81,1317.6962443338084,36.30008601000566
30666673.31,-117.81,-117.98,-117.81,1037.981826165369,32.217725341267794
31501652.28,-117.79,-118.14,-117.79,825.9033887544251,28.738534909671806
32359365.69,-117.8,-117.77,-117.8,2447.623267785031,49.473460236626174
33240432.56,-117.78,-118.07,-117.78,2616.9810918150147,51.156437442564496
34145488.74,-117.76,-117.1,-117.76,1711.1391552607915,41.3659177978779
35075187.4,-117.72,-117.89,-117.72,1215.303194913906,34.86119898847293
36030199.49,-117.69,-117.36,-117.69,5295.275886134276,72.7686463123664
37011214.24,-117.65,-118.03,-117.65,38313.68358121916,195.73881470270314
38018939.63,-117.63,-117.98,-117.63,14515.705080213052,120.48113993573041
39054102.94,-117.65,-117.25,-117.65,2321.7528168423064,48.184570319162404
40117451.23,-117.61,-117.36,-117.61,1505.52580098214,38.80110566700568
41209751.91,-117.56,-117.72,-117.56,63966.18319670038,252.91536765625844
42331793.28,-117.52,-117.73,-117.52,2058.0053516253456,45.365243872653714
43484385.11,-117.47,-117.59,-117.47,1798.9979854025894,42.414596372034346
44668359.22,-117.44,-117.1,-117.44,2327.9911225781016,48.24926033192739
45884570.06,-117.41,-117.38,-117.41,2028.0076112699198,45.03340550380262
47133895.36,-117.43,-117.6,-117.43,2704.2566535774477,52.002467764303724
48417236.76,-117.42,-117.49,-117.42,29679.559182154113,172.27756436098727
49735520.42,-117.42,-117.2,-117.42,3112.884477795723,55.793229677047044
51089697.75,-117.41,-117.3,-117.41,2432.5400936254723,49.32078764198188
52480746.03,-117.38,-117.7,-117.38,2762.5864543914427,52.560312540846276
53909669.17,-117.39,-106.72,-117.39,2712.4428038086144,52.0811175360957
55377498.42,-117.41,-101.35,-117.41,23234.441381224988,152.42847956082548
56885293.08,-117.41,-116.61,-117.41,3099.9643126222672,55.67732314526505
58434141.34,-117.4,-116.94,-117.4,11899.934741389015,109.08682203359403
60025160.96,-117.4,-117.04,-117.4,22114.36002350754,148.7089776157026
61659500.19,-117.46,-117.44,-117.46,5272.90898629315,72.6147986728129
63338338.49,-117.52,-117.58,-117.52,5228.3453458440645,72.30729801233112
65062887.49,-117.56,-117.5,-117.56,5326.409794357506,72.98225670913106
66834391.76,-117.61,-117.42,-117.61,14638.23658935588,120.98858040887941
68654129.78,-117.67,-117.76,-117.67,7136.648733378309,84.47868804247796
70523414.85,-117.74,-117.44,-117.74,4805.747450237986,69.32349854297594
72443596.01,-117.78,-117.45,-117.78,10935.011819167072,104.57060686047046
74416059.03,-117.85,-117.67,-117.85,72921.62160910317,270.0400370484036
76442227.43,-117.93,-117.73,-117.93,12412.571887690796,111.411722398008
78523563.46,-118.02,-117.48,-118.02,5596.007656421532,74.80646801194086
80661569.22,-118.11,-117.7,-118.11,7417.049436859562,86.12229349511985
82857787.67,-118.21,-118.42,-118.21,8345.780373359934,91.35524272508904
85113803.82,-118.3,-118.74,-118.3,5617.5956965293535,74.95062172210017
87431245.8,-118.4,-118.63,-118.4,24867.802544265007,157.69528383647054
89811786.1,-118.52,-118.5,-118.52,167349.41499862823,409.08362836787813
92257142.72,-118.64,-118.65,-118.64,9522.372967324796,97.58264685549781
94769080.45,-118.8,-118.97,-118.8,27165.528487689087,164.81968477002098
97349412.15,-118.94,-118.53,-118.94,11877.356420335529,108.98328505021092
100000000.0,-119.07,-119.13,-119.07,nan,nan
